crawl_time,docket_type,docket_page_link,Protestor,Solicitation Number,Agency,File number,Status,Filed Date,Due Date,Case Type,GAO Attorney,Outcome,Decision Date,Decision link,Decision Highlight
2021-10-07 10:59:15,closed,https://www.gao.gov/docket/b-418542.3,"Fidelity Decypher Services, LLC",FA805220R0002,Department of the Air Force,B-418542.3,,"Jul 8, 2021","Oct 18, 2021",Bid Protest,Paul N. Wengert,Denied,"Aug 26, 2021","https://www.gao.gov/products/b-418542.2,b-418542.3","Fidelity Decypher Services, LLC, of San Antonio, Texas, a small business, protests the award of contracts to WJM Professional Services, LLC, of Rockville, Maryland, and to IVA'AL Solutions, LLC, of Phoenix, Maryland, also small businesses, under request for proposals (RFP) No. FA8052-20-R-0002. The Department of the Air Force issued the RFP for commercial family advocacy personal healthcare services to support the family advocacy program for Air Force personnel, families, and intimate partners located in the continental United States (CONUS) and the United States Forces in Europe (USAFE). Fidelity primarily argues that the Air Force misevaluated its proposal under the past performance and technical factors.


        We deny the protest."
2021-10-07 10:59:16,closed,https://www.gao.gov/docket/b-420054.1,"Intrepid Solutions and Services, Inc.",47QFCA20R0026,Independent Agencies and Govt Corporations : General Services Administration,B-420054.1,,"Aug 9, 2021","Nov 17, 2021",Bid Protest,Glenn G. Wolcott,Withdrawn,"Aug 26, 2021",,
2021-10-07 10:59:18,closed,https://www.gao.gov/docket/b-420089.1,"Government and Military Certification Systems, Inc.",RFQ1512099,Independent Agencies and Govt Corporations : Federal Acquisition Service,B-420089.1,,"Aug 23, 2021","Dec 1, 2021",Bid Protest,Michael P. Grogan,Withdrawn,"Aug 26, 2021",,
2021-10-07 10:59:20,closed,https://www.gao.gov/docket/b-420033.1,"Trident Technologies, LLC",2021T-01,Department of the Army : U.S. Army Materiel Command,B-420033.1,,"Jul 30, 2021","Nov 8, 2021",Bid Protest,Scott H. Riback,Withdrawn,"Aug 26, 2021",,
2021-10-07 10:59:22,closed,https://www.gao.gov/docket/b-420091.1,"STS International, Inc.",W909MY-21-R-0006,Department of the Army : U.S. Army Materiel Command,B-420091.1,,"Aug 23, 2021","Dec 1, 2021",Bid Protest,Evan D. Wesser,Dismissed,"Aug 26, 2021",,
2021-10-07 10:59:23,closed,https://www.gao.gov/docket/b-420051.1,"KMC Solutions, LLC",36C248-20-R-0002,Department of Veterans Affairs,B-420051.1,,"Aug 9, 2021","Nov 17, 2021",Bid Protest,Katherine I. Riback,Withdrawn,"Aug 25, 2021",,
2021-10-07 10:59:28,closed,https://www.gao.gov/docket/b-419992.1,CuraPatient,,Department of the Air Force,B-419992.1,,"Jul 16, 2021","Oct 25, 2021",Bid Protest,April Y. Shields,Dismissed,"Aug 24, 2021",,
2021-10-07 10:59:29,closed,https://www.gao.gov/docket/b-419893.17,"Enterprise Technology Solutions, Inc.",70RTAC21R00000003,Department of Homeland Security,B-419893.17,,"Aug 9, 2021","Nov 17, 2021",Bid Protest,Mary G. Curcio,Dismissed,"Aug 24, 2021",,
2021-10-07 10:59:30,closed,https://www.gao.gov/docket/b-419558.2,"By Light Professional IT Services, LLC",632000278,Department of Defense : Defense Information Systems Agency,B-419558.2,,"Jul 23, 2021","Nov 1, 2021",Bid Protest,Kasia Dourney,Withdrawn,"Aug 24, 2021",,
2021-10-07 10:59:32,closed,https://www.gao.gov/docket/b-419893.15,"Strategic Communications, LLC",70RTAC-21-R-00000003,Department of Homeland Security,B-419893.15,,"Aug 9, 2021","Nov 17, 2021",Bid Protest,Mary G. Curcio,Dismissed,"Aug 24, 2021",,
2021-10-07 10:59:33,closed,https://www.gao.gov/docket/b-420017.1,"Assured Consulting Solutions, LLC",ID07200063,Independent Agencies and Govt Corporations : Federal Acquisition Service,B-420017.1,,"Jul 26, 2021","Nov 3, 2021",Bid Protest,Christopher Alwood,Dismissed,"Aug 24, 2021",,
2021-10-07 10:59:37,closed,https://www.gao.gov/docket/b-418246.6,"Africa Automotive Distribution Services, Ltd.",W56HZV-19-R-0079,Department of the Army : U.S. Army Materiel Command,B-418246.6,,"May 17, 2021","Aug 25, 2021",Bid Protest,Kasia Dourney,Sustained,"Aug 24, 2021",https://www.gao.gov/products/b-418246.6,"Africa Automotive Distribution Services, Ltd., of Gibraltar, United Kingdom, protests the award of a contract to US21, Inc., of Fairfax, Virginia, under request for proposals (RFP) No. W56HZV-19-R-0079, issued by the Department of the Army for the provision of commercial heavy duty vehicles. After the agency completed corrective action in response to a prior protest, the protester now challenges the agency's reevaluation of the offerors' estimated transportation costs.


        We sustain the protest."
2021-10-07 10:59:38,closed,https://www.gao.gov/docket/b-419893.16,"IGS Strategic JV, Inc.",70RTAC21R00000003,Department of Homeland Security,B-419893.16,,"Aug 9, 2021","Nov 17, 2021",Bid Protest,Mary G. Curcio,Dismissed,"Aug 24, 2021",,
2021-10-07 10:59:39,closed,https://www.gao.gov/docket/b-420076.1,"KARL STORZ Endoscopy-America, Inc.",36C255-21-AP-1510,Department of Veterans Affairs,B-420076.1,,"Aug 16, 2021","Nov 24, 2021",Bid Protest,David A. Edelstein,Dismissed,"Aug 24, 2021",,
2021-10-07 10:59:41,closed,https://www.gao.gov/docket/b-419385.3,"Bowhead Missions Solutions, LLC",ID03200029,Independent Agencies and Govt Corporations : Federal Acquisition Service,B-419385.3,,"Jul 27, 2021","Nov 4, 2021",Bid Protest,David A. Edelstein,Dismissed,"Aug 24, 2021",,
2021-10-07 10:59:42,closed,https://www.gao.gov/docket/b-420046.1,"HamHed, LLC",1498252,Department of the Interior : National Park Service,B-420046.1,,"Aug 5, 2021","Nov 15, 2021",Bid Protest,Emily R. O'Hara,Dismissed,"Aug 23, 2021",,
2021-10-07 10:59:44,closed,https://www.gao.gov/docket/b-419866.2,"Total Control Training, Inc.",RFP M95494-21-R-0015,Department of Defense : United States Marine Corps,B-419866.2,,"Jul 7, 2021","Oct 15, 2021",Bid Protest,Christopher An,Dismissed,"Aug 23, 2021",,
2021-10-07 10:59:45,closed,https://www.gao.gov/docket/b-420025.1,John Martin Associates,47PC0421Q0001,Independent Agencies and Govt Corporations : Public Buildings Service,B-420025.1,,"Jul 28, 2021","Nov 5, 2021",Bid Protest,Emily R. O'Hara,Dismissed,"Aug 20, 2021",,
2021-10-07 10:59:47,closed,https://www.gao.gov/docket/b-419893.10,"Blazar Technology Solutions, LLC",70RTAC21R00000003,Department of Homeland Security,B-419893.10,,"Aug 6, 2021","Nov 15, 2021",Bid Protest,Mary G. Curcio,Dismissed,"Aug 20, 2021",,
2021-10-07 10:59:51,closed,https://www.gao.gov/docket/b-419874.2,Unitec Distribution Systems,AOCSSB21Q0025,Legislative Agencies : Architect of the Capitol,B-419874.2,,"Jul 12, 2021","Oct 20, 2021",Bid Protest,Christine Milne,Denied,"Aug 20, 2021","https://www.gao.gov/products/b-419874,b-419874.2","Unitec Distribution Systems, a small business of Westminster, Maryland, protests the establishment of a blanket purchase agreement (BPA) with Hanover Uniform Company, a small business of Baltimore, Maryland, under request for quotations (RFQ) No. AOCSSB21Q0025, issued by the Architect of the Capitol (AOC) for uniforms and related items. Unitec argues that the agency unreasonably and unequally evaluated technical and price quotations, and made a flawed best-value tradeoff decision.

        We deny the protest."
2021-10-07 10:59:53,closed,https://www.gao.gov/docket/b-420067.1,"Bridges System Integration, LLC",1507438,Department of Defense : Defense Information Systems Agency,B-420067.1,,"Aug 12, 2021","Nov 22, 2021",Bid Protest,John Sorrenti,Dismissed,"Aug 20, 2021",,
2021-10-07 10:59:55,closed,https://www.gao.gov/docket/b-419594.3,Cyber-Detours LLC,47QTCB20R0005,Independent Agencies and Govt Corporations : General Services Administration,B-419594.3,,"Jul 14, 2021","Oct 22, 2021",Bid Protest,Katherine I. Riback,Dismissed,"Aug 20, 2021",,
2021-10-07 10:59:56,closed,https://www.gao.gov/docket/b-419893.13,"ESCgov, Inc.",70RTAC21R00000003,Department of Homeland Security,B-419893.13,,"Aug 6, 2021","Nov 15, 2021",Bid Protest,Mary G. Curcio,Dismissed,"Aug 20, 2021",,
2021-10-07 10:59:58,closed,https://www.gao.gov/docket/b-419893.12,"ESCgov, Inc.",70RTAC21R00000003,Department of Homeland Security,B-419893.12,,"Aug 6, 2021","Nov 15, 2021",Bid Protest,Mary G. Curcio,Dismissed,"Aug 20, 2021",,
2021-10-07 10:59:59,closed,https://www.gao.gov/docket/b-419956.17,"Sara Software Systems, Inc.",75N98121R00001,Department of Health and Human Services : National Institutes of Health,B-419956.17,,"Aug 18, 2021","Nov 26, 2021",Bid Protest,Jonathan L. Kang,Dismissed,"Aug 20, 2021",,
2021-10-07 11:00:03,closed,https://www.gao.gov/docket/b-419874.1,Unitec Distribution Systems,AOCSSB21Q0025,Legislative Agencies : Architect of the Capitol,B-419874.1,,"Jun 1, 2021","Sep 9, 2021",Bid Protest,Christine Milne,Denied,"Aug 20, 2021","https://www.gao.gov/products/b-419874,b-419874.2","Unitec Distribution Systems, a small business of Westminster, Maryland, protests the establishment of a blanket purchase agreement (BPA) with Hanover Uniform Company, a small business of Baltimore, Maryland, under request for quotations (RFQ) No. AOCSSB21Q0025, issued by the Architect of the Capitol (AOC) for uniforms and related items. Unitec argues that the agency unreasonably and unequally evaluated technical and price quotations, and made a flawed best-value tradeoff decision.

        We deny the protest."
2021-10-07 11:00:09,closed,https://www.gao.gov/docket/b-419853.8,"CSR Enterprises, Inc.",1202SC21Q0001,Department of Agriculture : Forest Service,B-419853.8,,"May 21, 2021","Aug 30, 2021",Bid Protest,Paul N. Wengert,Denied,"Aug 19, 2021","https://www.gao.gov/products/b-419853,b-419853.8","CSR Enterprises, Inc., of Dallas, Oregon, a small business, protests the establishment of blanket purchase agreements (BPA) with multiple other firms under request for quotations (RFQ) No. 1202SC21Q0001, issued by the Department of Agriculture, Forest Service, for wildland firefighter services. CSR contends that its quotation was misevaluated as ""no go"" under the RFQ's quote acceptability factor, that the agency evaluated vendors unequally under that factor, and that the price evaluation failed to assess price realism as the RFQ required.


        We deny the protest."
2021-10-07 11:00:10,closed,https://www.gao.gov/docket/b-419893.7,"Canfield Consulting Group, LLC",70RTAC21R00000003,Department of Homeland Security,B-419893.7,,"Aug 6, 2021","Nov 15, 2021",Bid Protest,Mary G. Curcio,Dismissed,"Aug 19, 2021",,
2021-10-07 11:00:13,closed,https://www.gao.gov/docket/b-419853.2,"G E Forestry, Inc.",1202SC21Q0001,Department of Agriculture : Forest Service,B-419853.2,,"May 21, 2021","Aug 30, 2021",Bid Protest,Christine Milne,Denied,"Aug 19, 2021",https://www.gao.gov/products/b-419853.2,"GE Forestry, Inc., of Central Point, Oregon, a small business, protests the establishment of blanket purchase agreements (BPA) with multiple other firms under request for quotations (RFQ) No. 1202SC21Q0001, issued by the Department of Agriculture, Forest Service, for wildland firefighter services. GE contends that its quotation was misevaluated as ""no-go"" under the RFQ's quote acceptability factor.

        We deny the protest."
2021-10-07 11:00:16,closed,https://www.gao.gov/docket/b-419853.1,"CSR Enterprises, Inc.",1202SC21Q0001,Department of Agriculture : Forest Service,B-419853.1,,"May 21, 2021","Aug 30, 2021",Bid Protest,Paul N. Wengert,Denied,"Aug 19, 2021","https://www.gao.gov/products/b-419853,b-419853.8","CSR Enterprises, Inc., of Dallas, Oregon, a small business, protests the establishment of blanket purchase agreements (BPA) with multiple other firms under request for quotations (RFQ) No. 1202SC21Q0001, issued by the Department of Agriculture, Forest Service, for wildland firefighter services. CSR contends that its quotation was misevaluated as ""no go"" under the RFQ's quote acceptability factor, that the agency evaluated vendors unequally under that factor, and that the price evaluation failed to assess price realism as the RFQ required.


        We deny the protest."
2021-10-07 11:00:17,closed,https://www.gao.gov/docket/b-419939.1,Hardwick Tactical Corporation,SPE1C1-20-R-0053,Department of Defense : Defense Logistics Agency,B-419939.1,,"Jun 25, 2021","Oct 4, 2021",Bid Protest,Mary G. Curcio,Dismissed,"Aug 19, 2021",,
2021-10-07 11:00:20,closed,https://www.gao.gov/docket/b-419168.3,"Nova Consulting, Inc.",W912EP-20-R-0030,Department of the Army : Corps of Engineers,B-419168.3,,"May 28, 2021","Sep 7, 2021",Bid Protest,April Y. Shields,Denied,"Aug 19, 2021",https://www.gao.gov/products/b-419168.3,"Nova Consulting, Inc., of Doral, Florida, protests the nonselection of its statement of qualifications, and the selection of Dynamic Solutions, LLC, of Knoxville, Tennessee, for negotiation of an architect-engineering services contract, pursuant to synopsis No. W912EP-20-R-0030 issued by the Department of the Army, U.S. Army Corps of Engineers, for water resource engineering services. Nova challenges the agency's evaluation of the protester's and awardee's statements of qualifications.


        We deny the protest."
2021-10-07 11:00:21,closed,https://www.gao.gov/docket/b-420041.1,"CM Manufacturing, Inc.",SPE4A6-21-T-19TU,Department of Defense : Defense Logistics Agency,B-420041.1,,"Aug 4, 2021","Nov 12, 2021",Bid Protest,Heather Weiner,Dismissed,"Aug 19, 2021",,
2021-10-07 11:00:23,closed,https://www.gao.gov/docket/b-419893.5,Four LLC,70RTAC21R00000003,Department of Homeland Security,B-419893.5,,"Aug 6, 2021","Nov 15, 2021",Bid Protest,Mary G. Curcio,Dismissed,"Aug 19, 2021",,
2021-10-07 11:00:26,closed,https://www.gao.gov/docket/b-418321.5,"Deloitte Consulting, LLP",RFP-CMS-191606,Department of Health and Human Services : Centers for Medicare and Medicaid Services,B-418321.5,,"May 14, 2021","Aug 23, 2021",Bid Protest,Glenn G. Wolcott,Sustained,"Aug 19, 2021","https://www.gao.gov/products/b-418321.5,b-418321.6","Deloitte Consulting, LLP, of Arlington, Virginia, protests the issuance of a task order to Accenture Federal Services, LLC (AFS) by the Department of Health & Human Services pursuant to task order request for proposals (TORP) No. 191606, for information technology services supporting the Centers for Medicare & Medicaid Services' (CMS) federally facilitated exchange (FFE). Deloitte protests that AFS's proposal failed to comply with the solicitation requirements regarding transition, and also challenges the agency's evaluation of AFS's proposal with regard to experience and cost/price.


        We sustain the protest in part and deny it in part."
2021-10-07 11:00:30,closed,https://www.gao.gov/docket/b-419844.1,"Done By Native, LLC",19J01021Q0032,Department of State,B-419844.1,,"May 17, 2021","Aug 25, 2021",Bid Protest,Alexander O. Levine,Dismissed,"Aug 19, 2021",https://www.gao.gov/products/b-419844,"Done by Native, LLC (DBN), a small business located in Clovis, New Mexico, protests the award of a contract to Al-Baher Arabic Language Center, located in Amman, Jordan, under request for quotations (RFQ) No. 19J01021Q0032, issued by the Department of State for Arabic language training for the U.S. Embassy in Amman, Jordan. The protester argues that its quotation was improperly rejected for noncompliance with the solicitation's pricing terms.


        We deny the protest in part and dismiss it in part."
2021-10-07 11:00:31,closed,https://www.gao.gov/docket/b-420022.1,"DJL Associates, LLC",8IL2363,Independent Agencies and Govt Corporations : Public Buildings Service,B-420022.1,,"Jul 26, 2021","Nov 3, 2021",Bid Protest,Evan D. Wesser,Dismissed,"Aug 19, 2021",,
2021-10-07 11:00:35,closed,https://www.gao.gov/docket/b-418321.6,"Deloitte Consulting, LLP",RFP-CMS-191606,Department of Health and Human Services : Centers for Medicare and Medicaid Services,B-418321.6,,"Jun 24, 2021","Oct 4, 2021",Bid Protest,Glenn G. Wolcott,Sustained,"Aug 19, 2021","https://www.gao.gov/products/b-418321.5,b-418321.6","Deloitte Consulting, LLP, of Arlington, Virginia, protests the issuance of a task order to Accenture Federal Services, LLC (AFS) by the Department of Health & Human Services pursuant to task order request for proposals (TORP) No. 191606, for information technology services supporting the Centers for Medicare & Medicaid Services' (CMS) federally facilitated exchange (FFE). Deloitte protests that AFS's proposal failed to comply with the solicitation requirements regarding transition, and also challenges the agency's evaluation of AFS's proposal with regard to experience and cost/price.


        We sustain the protest in part and deny it in part."
2021-10-07 11:00:36,closed,https://www.gao.gov/docket/b-419978.1,"Grey Ghost, LLC",HQ051621R0008,Department of Defense : Defense Media Activity,B-419978.1,,"Jul 12, 2021","Oct 20, 2021",Bid Protest,Kenneth Kilgour,Dismissed,"Aug 18, 2021",,
2021-10-07 11:00:40,closed,https://www.gao.gov/docket/b-419560.5,Northrop Grumman Systems Corporation-  Mission Systems,N00019-19-R-0069,Department of the Navy : Naval Air Systems Command,B-419560.5,,"Jun 1, 2021","Sep 9, 2021",Bid Protest,Sarah T. Zaffina,Sustained,"Aug 18, 2021","https://www.gao.gov/products/b-419560.3,b-419560.4,b-419560.5,b-419560.7","Northrop Grumman Systems Corporation--Mission Systems (Northrop), of Bethpage, New York, protests the award of a contract to L3 Technologies, Inc. Communication Systems-West (L3Harris), of Salt Lake City, Utah, under request for proposals (RFP) No. N00019-19-R-0069, issued by the Department of the Navy, Naval Air Systems Command (NAVAIR), for an aircraft-mounted jamming system for low band radar. This procurement is referred to as the Next Generation Jammer-Low Band (NGJ-LB) Capability Block 1 (CB-1) acquisition. The protester alleges that the agency failed to reasonably consider the impact of an apparent conflict of interest stemming from the actions of a government employee who developed specifications for the solicitation while at the same time negotiated for employment with L3Harris, a competitor and ultimate awardee under the solicitation.


        We sustain the protest."
2021-10-07 11:00:42,closed,https://www.gao.gov/docket/b-419557.4,Northrop Grumman Systems Corporation-  Mission Systems,N00019-19-R-0069-A,Department of the Navy : Naval Air Systems Command,B-419557.4,,"Jun 3, 2021","Sep 13, 2021",Bid Protest,Sarah T. Zaffina,Denied,"Aug 18, 2021",,
2021-10-07 11:00:44,closed,https://www.gao.gov/docket/b-420058.1,"Ortho-Clinical Diagnostics, Inc.",W91YTZ20Q0079,Department of the Army,B-420058.1,,"Aug 10, 2021","Nov 18, 2021",Bid Protest,Christopher Alwood,Withdrawn,"Aug 18, 2021",,
