docket_page_link,Protestor,Solicitation Number,Agency,File number,Outcome,Decision Date,Filed Date,Due Date,Case Type,GAO Attorney,Decision Summary,Decision Highlight
https://www.gao.gov/docket/b-418703.7,"Progress for Bakersfield Veterans, LLC",36C10F19R0067,Department of Veterans Affairs,B-418703.7,Denied,"Aug 11, 2021","May 6, 2021","Aug 16, 2021",Bid Protest,Mary G. Curcio,"B-418703.7,B-418703.8","https://www.gao.gov/products/b-418703.7,b-418703.8
Highlights


Progress for Bakersfield Veterans, LLC (PBV), of Beverly Hills, California, protests the award of a lease to SASD Development Group, LLC, of San Diego, California, under solicitation for offers (SFO) No. 36C10F19R0067, issued by the Department of Veterans Affairs (VA) for the construction and lease of a community-based outpatient clinic in Bakersfield, California. PBV argues that the agency unreasonably failed to cancel or amend the solicitation in response to changed requirements, and that the agency improperly considered the awardee's lease and waived certain solicitation requirements.


        We deny the protest in part and dismiss it in part."
https://www.gao.gov/docket/b-418703.8,"Progress for Bakersfield Veterans, LLC",36C10F19R0067,Department of Veterans Affairs,B-418703.8,Denied,"Aug 11, 2021","May 20, 2021","Aug 30, 2021",Bid Protest,Mary G. Curcio,"B-418703.7,B-418703.8","https://www.gao.gov/products/b-418703.7,b-418703.8
Highlights


Progress for Bakersfield Veterans, LLC (PBV), of Beverly Hills, California, protests the award of a lease to SASD Development Group, LLC, of San Diego, California, under solicitation for offers (SFO) No. 36C10F19R0067, issued by the Department of Veterans Affairs (VA) for the construction and lease of a community-based outpatient clinic in Bakersfield, California. PBV argues that the agency unreasonably failed to cancel or amend the solicitation in response to changed requirements, and that the agency improperly considered the awardee's lease and waived certain solicitation requirements.


        We deny the protest in part and dismiss it in part."
https://www.gao.gov/docket/b-419971.1,"SupplyCore, Inc.",SPE8E3-21-R-0001,Department of Defense : Defense Logistics Agency,B-419971.1,Dismissed,"Aug 11, 2021","Jul 9, 2021","Oct 18, 2021",Bid Protest,Christopher Alwood,,
https://www.gao.gov/docket/b-420012.2,"ActioNet, Inc.",W52P1J18DA07547QFDA21F005,Independent Agencies and Govt Corporations : Federal Acquisition Service,B-420012.2,Dismissed,"Aug 11, 2021","Aug 5, 2021","Nov 15, 2021",Bid Protest,April Y. Shields,,
https://www.gao.gov/docket/b-420012.1,"ActioNet, Inc.",W52P1J18DA07547QFDA21F005,Independent Agencies and Govt Corporations : Federal Acquisition Service,B-420012.1,Dismissed,"Aug 11, 2021","Jul 22, 2021","Nov 1, 2021",Bid Protest,April Y. Shields,,
https://www.gao.gov/docket/b-419956.14,"Capgemini Government Solutions, LLC",75N98121R00001,Department of Health and Human Services : National Institutes of Health,B-419956.14,Withdrawn,"Aug 11, 2021","Aug 2, 2021","Nov 10, 2021",Bid Protest,Jonathan L. Kang,,
https://www.gao.gov/docket/b-419024.4,"A. Prentice Ray & Associates, LLC",GS00Q-13-DR-0002-8a,Independent Agencies and Govt Corporations : Federal Acquisition Service,B-419024.4,Dismissed,"Aug 10, 2021","Jul 12, 2021","Oct 20, 2021",Bid Protest,Charmaine Stevenson,,
https://www.gao.gov/docket/b-419963.2,"Soukos Robots Demil USA, Inc.",W52P1J-19-R-0017,Department of the Army : U.S. Army Materiel Command,B-419963.2,Withdrawn,"Aug 10, 2021","Jul 8, 2021","Oct 18, 2021",Bid Protest,Scott H. Riback,,
https://www.gao.gov/docket/b-419812.2,"Alpha Omega Integration, LLC",12314421Q0006,Department of Agriculture,B-419812.2,Sustained,"Aug 10, 2021","Jun 21, 2021","Sep 29, 2021",Bid Protest,Katherine I. Riback,"B-419812,B-419812.2","https://www.gao.gov/products/b-419812,b-419812.2
Highlights


Alpha Omega Integration, LLC, an 8(a) small business of Vienna, Virginia protests the issuance of a task order to Synergy Business Innovation & Solutions, Inc., an 8(a) small business of Reston, Virginia, under request for quotations (RFQ) No. 12314421Q0006, issued by the United States Department of Agriculture (USDA) for Enterprise Application Systems (EAS) Information Technology Support Services. Alpha Omega contends that the agency misevaluated quotations and challenges the agency's best-value tradeoff analysis.


        We sustain the protest."
https://www.gao.gov/docket/b-419953.1,Carnegie Management and Development Corporation,8VA2627,Independent Agencies and Govt Corporations : Public Buildings Service,B-419953.1,Withdrawn,"Aug 10, 2021","Jun 30, 2021","Oct 8, 2021",Bid Protest,Hannah G. Barnes,,
https://www.gao.gov/docket/b-419963.1,"Soukos Robots Demil USA, Inc.",W52P1J-19-R-0017,Department of the Army : U.S. Army Materiel Command,B-419963.1,Withdrawn,"Aug 10, 2021","Jul 6, 2021","Oct 14, 2021",Bid Protest,Scott H. Riback,,
https://www.gao.gov/docket/b-418557.5,"AF&S Products & Services, Inc.",36C25619Q0384,Department of Veterans Affairs,B-418557.5,Dismissed,"Aug 10, 2021","Jul 13, 2021","Oct 21, 2021",Bid Protest,Christine Milne,,
https://www.gao.gov/docket/b-419812.1,"Alpha Omega Integration, LLC",12314421Q0006,Department of Agriculture,B-419812.1,Sustained,"Aug 10, 2021","May 3, 2021","Aug 11, 2021",Bid Protest,Katherine I. Riback,"B-419812,B-419812.2","https://www.gao.gov/products/b-419812,b-419812.2
Highlights


Alpha Omega Integration, LLC, an 8(a) small business of Vienna, Virginia protests the issuance of a task order to Synergy Business Innovation & Solutions, Inc., an 8(a) small business of Reston, Virginia, under request for quotations (RFQ) No. 12314421Q0006, issued by the United States Department of Agriculture (USDA) for Enterprise Application Systems (EAS) Information Technology Support Services. Alpha Omega contends that the agency misevaluated quotations and challenges the agency's best-value tradeoff analysis.


        We sustain the protest."
https://www.gao.gov/docket/b-420009.1,"DT-Trak Consulting, Inc.",75H70621R00005,Department of Health and Human Services : Indian Health Service,B-420009.1,Dismissed,"Aug 10, 2021","Jul 22, 2021","Nov 1, 2021",Bid Protest,Samantha Lee,,
https://www.gao.gov/docket/b-418510.7,"Centerra Group, LLC",89303318REM000015,Department of Energy,B-418510.7,Dismissed,"Aug 9, 2021","Jul 9, 2021","Oct 18, 2021",Bid Protest,David A. Edelstein,,
https://www.gao.gov/docket/b-418510.5,"Centerra Group, LLC",89303318REM000015,Department of Energy,B-418510.5,Dismissed,"Aug 9, 2021","Jun 21, 2021","Sep 29, 2021",Bid Protest,David A. Edelstein,,
https://www.gao.gov/docket/b-420024.1,"Front End Analytics, LLC",AF212-D003,Department of the Air Force,B-420024.1,Dismissed,"Aug 9, 2021","Jul 26, 2021","Nov 3, 2021",Bid Protest,David A. Edelstein,,
https://www.gao.gov/docket/b-418510.8,"Centerra Group, LLC",89303318REM000015,Department of Energy,B-418510.8,Dismissed,"Aug 9, 2021","Jul 26, 2021","Nov 3, 2021",Bid Protest,David A. Edelstein,,
https://www.gao.gov/docket/b-418742.5,"Data Solutions & Technology, Inc.",W52P1J-19-R-0081,Department of the Army : U.S. Army Materiel Command,B-418742.5,Dismissed,"Aug 6, 2021","Jun 30, 2021","Oct 8, 2021",Bid Protest,U R. Yoo,,
https://www.gao.gov/docket/b-419952.1,Scientific Research Corporation,HHM402-21-R-0011,Department of Defense : Defense Intelligence Agency,B-419952.1,Withdrawn,"Aug 6, 2021","Jun 30, 2021","Oct 8, 2021",Bid Protest,Scott H. Riback,,
https://www.gao.gov/docket/b-419983.3,"Plateau Software, Inc.",M95494-21-R-3000,Department of Defense : United States Marine Corps,B-419983.3,Dismissed,"Aug 6, 2021","Jul 19, 2021","Oct 27, 2021",Bid Protest,Jonathan L. Kang,,
https://www.gao.gov/docket/b-420035.2,Digital Reality Incorporated,Unknown,Department of the Navy : Naval Information Warfare Center Pacific,B-420035.2,Dismissed,"Aug 6, 2021","Aug 5, 2021","Nov 15, 2021",Bid Protest,Emily R. O'Hara,,
https://www.gao.gov/docket/b-419487.2,"MAXIMUS Federal Services, Inc.",28321321R00000001,Independent Agencies and Govt Corporations : Social Security Administration,B-419487.2,Denied,"Aug 6, 2021","May 5, 2021","Aug 13, 2021",Bid Protest,Michael P. Grogan,"B-419487.2,B-419487.3","https://www.gao.gov/products/b-419487.2,b-419487.3
Highlights


Maximus Federal Services, Inc., of Falls Church, Virginia, protests the award of a contract to Cognosante, LLC, under request for proposals (RFP) No. 283213-21-R-00000001, issued by the Social Security Administration (SSA), for program management services for the agency's Ticket-to-Work program. The protester contends that the agency's evaluation of proposals was unreasonable and inconsistent with the stated evaluation criteria.


        We deny the protest."
https://www.gao.gov/docket/b-419983.2,"United Support Services, Inc.",M9549421R3000,Department of Defense : United States Marine Corps,B-419983.2,Dismissed,"Aug 6, 2021","Jul 19, 2021","Oct 27, 2021",Bid Protest,Jonathan L. Kang,,
https://www.gao.gov/docket/b-419487.3,"MAXIMUS Federal Services, Inc.",28321321R00000001,Independent Agencies and Govt Corporations : Social Security Administration,B-419487.3,Denied,"Aug 6, 2021","Jul 21, 2021","Oct 29, 2021",Bid Protest,Michael P. Grogan,"B-419487.2,B-419487.3","https://www.gao.gov/products/b-419487.2,b-419487.3
Highlights


Maximus Federal Services, Inc., of Falls Church, Virginia, protests the award of a contract to Cognosante, LLC, under request for proposals (RFP) No. 283213-21-R-00000001, issued by the Social Security Administration (SSA), for program management services for the agency's Ticket-to-Work program. The protester contends that the agency's evaluation of proposals was unreasonable and inconsistent with the stated evaluation criteria.


        We deny the protest."
https://www.gao.gov/docket/b-419983.4,"United Support Services, Inc.",M9549421R3000,Department of Defense : United States Marine Corps,B-419983.4,Dismissed,"Aug 6, 2021","Jul 26, 2021","Nov 3, 2021",Bid Protest,Jonathan L. Kang,,
https://www.gao.gov/docket/b-420015.1,"Gonzales-McCaulley Investment Group, Inc.",N0018921RR002,Department of the Navy : Naval Supply Systems Command,B-420015.1,Dismissed,"Aug 6, 2021","Jul 26, 2021","Nov 3, 2021",Bid Protest,Hannah G. Barnes,,
https://www.gao.gov/docket/b-419301.8,"Bennett Aerospace, Inc.",15M104-20-Q-A41-00007,Department of Justice : United States Marshals Service,B-419301.8,Withdrawn,"Aug 6, 2021","Jul 26, 2021","Nov 3, 2021",Bid Protest,Heather Weiner,,
https://www.gao.gov/docket/b-419983.1,"FreeAlliance.com, Inc.",M95494-21-R-3000,Department of Defense : United States Marine Corps,B-419983.1,Dismissed,"Aug 6, 2021","Jul 13, 2021","Oct 21, 2021",Bid Protest,Jonathan L. Kang,,
https://www.gao.gov/docket/b-419067.3,"SUNGLIM Engineering & Construction Company, Ltd.",W912UM20R0002,Department of the Army : Corps of Engineers,B-419067.3,Sustained,"Aug 6, 2021","May 3, 2021","Aug 11, 2021",Bid Protest,Glenn G. Wolcott,B-419067.3,"https://www.gao.gov/products/b-419067.3
Highlights


Sunglim Engineering & Construction Company, Ltd., of Busan, Korea, protests the award of a contract to Yibon Construction Co., Ltd,, of Seoul, Korea, pursuant to request for proposals (RFP) No. W912UM-20-R-0002, issued by the Department of the Army, Corps of Engineers, to provide paving and related construction services at airfields in South Korea. Sunglim primarily asserts that the agency’s evaluation of its technical proposal was unreasonable and that the agency failed to conduct meaningful discussions.


        We sustain the protest."
https://www.gao.gov/docket/b-420035.1,Digital Reality Incorporated,Unknown,Department of the Navy : Naval Information Warfare Center Pacific,B-420035.1,Dismissed,"Aug 6, 2021","Aug 2, 2021","Nov 10, 2021",Bid Protest,Emily R. O'Hara,,
https://www.gao.gov/docket/b-419801.1,"Trigent Solutions, Inc.",36C10B21Q0171,Department of Veterans Affairs,B-419801.1,Denied,"Aug 6, 2021","Apr 30, 2021","Aug 9, 2021",Bid Protest,U R. Yoo,B-419801,"https://www.gao.gov/products/b-419801
Highlights


Trigent Solutions, Inc., a small business of Chantilly, Virginia, protests the terms of request for quotations (RFQ) No. 36C10B21Q0171, issued by the Department of Veterans Affairs (VA), to procure an integrated commercial off-the-shelf (COTS) software-as-a-service (SaaS) solution implemented as a common operating platform to support the agency's operational decision-making capability. Trigent contends that several terms of the RFQ are ambiguous and unduly restrict competition.


        We deny the protest."
https://www.gao.gov/docket/b-419983.5,"FreeAlliance.com, Inc.",M95494-21-R-3000,Department of Defense : United States Marine Corps,B-419983.5,Dismissed,"Aug 6, 2021","Jul 30, 2021","Nov 8, 2021",Bid Protest,Jonathan L. Kang,,
https://www.gao.gov/docket/b-419956.10,"KaZee, Inc.",75N98121R00001,Department of Health and Human Services : National Institutes of Health,B-419956.10,Withdrawn,"Aug 5, 2021","Jul 27, 2021","Nov 4, 2021",Bid Protest,Jonathan L. Kang,,
https://www.gao.gov/docket/b-419989.1,"Bear Mountainside Realty, LLC",7NJ2243,Independent Agencies and Govt Corporations : General Services Administration,B-419989.1,Dismissed,"Aug 5, 2021","Jul 15, 2021","Oct 25, 2021",Bid Protest,Samantha Lee,,
https://www.gao.gov/docket/b-419967.1,Bashen Corporation,75P00121Q00051,Department of Health and Human Services,B-419967.1,Dismissed,"Aug 5, 2021","Jul 7, 2021","Oct 15, 2021",Bid Protest,Kenneth Kilgour,,
https://www.gao.gov/docket/b-419809.2,"Office Depot, Inc.",N0018921R0011,Department of the Navy : Naval Supply Systems Command,B-419809.2,Denied,"Aug 5, 2021","Aug 3, 2021","Nov 12, 2021",Bid Protest,Heather Weiner,"B-419809,B-419809.2","https://www.gao.gov/products/b-419809,b-419809.2
Highlights


Office Depot, LLC, of Columbia, Maryland, protests the award of a contract to Mancon, LLC, of Virginia Beach, Virginia, under request for proposals (RFP) No. N00189-21-R-0011, issued by the Department of the Navy, Naval Supply Systems Command, to operate a commercial retail store at Naval Station Norfolk, Virginia. The protester argues that the agency failed to conduct a proper price evaluation and asserts that the best-value tradeoff and source selection decision was unreasonable. The protester also contends that the agency engaged in discussions with the awardee, which obligated the Navy to engage in discussions with all offerors.


        We dismiss in part and deny in part the protest."
