docket_page_link,Protestor,Solicitation Number,Agency,File number,Outcome,Decision Date,Filed Date,Due Date,Case Type,GAO Attorney,Decision Summary
https://www.gao.gov/docket/b-419847.1,"Booz Allen Hamilton, Inc.",HTC71121QD002,Department of the Air Force,B-419847.1,Dismissed,"Jun 3, 2021","May 17, 2021","Aug 25, 2021",Bid Protest,Louis A. Chiarella,
https://www.gao.gov/docket/b-419204.3,LinQuest Corporation,ID02200006,Independent Agencies and Govt Corporations : General Services Administration,B-419204.3,Dismissed,"Jun 3, 2021","Jan 11, 2021","Apr 21, 2021",Bid Protest: Entitlement,Heather Weiner,
https://www.gao.gov/docket/b-419815.1,"Will Technology, Inc.",15F06720R0000196,Department of Justice : Federal Bureau of Investigation,B-419815.1,Dismissed,"Jun 3, 2021","May 4, 2021","Aug 12, 2021",Bid Protest,Paul N. Wengert,
https://www.gao.gov/docket/b-419824.1,"Stafford Consulting Company, Inc.",1614698301018,Department of Agriculture,B-419824.1,Dismissed,"Jun 3, 2021","May 10, 2021","Aug 18, 2021",Bid Protest,Christine Milne,
https://www.gao.gov/docket/b-419833.1,"Coast to Coast Computer Products, Inc.",FA8055-21-R-0001,Department of the Air Force,B-419833.1,Dismissed,"Jun 3, 2021","May 11, 2021","Aug 19, 2021",Bid Protest,Charmaine Stevenson,
https://www.gao.gov/docket/b-419846.1,"CBF Partners JV, LLC",50310221R0008,Independent Agencies and Govt Corporations : United States Securities and Exchange Commission,B-419846.1,Dismissed,"Jun 3, 2021","May 17, 2021","Aug 25, 2021",Bid Protest,Charmaine Stevenson,
https://www.gao.gov/docket/b-419849.1,"Alpine Companies, Inc.",86614521R00001,Department of Housing and Urban Development,B-419849.1,Dismissed,"Jun 2, 2021","May 18, 2021","Aug 26, 2021",Bid Protest,Jacob Talcott,
https://www.gao.gov/docket/b-419368.2,"Journey Aviation , LLC",15F067-20-R-0000051,Department of Justice : Federal Bureau of Investigation,B-419368.2,Denied,"Jun 2, 2021","Mar 8, 2021","Jun 16, 2021",Bid Protest,Sarah T. Zaffina,"B-419368.2,B-419368.3"
https://www.gao.gov/docket/b-419045.5,"Qwest Government Services, Inc. d/b/a CenturyLink QGS",91990020R0009,Department of Education,B-419045.5,Denied,"Jun 2, 2021","Apr 5, 2021","Jul 14, 2021",Bid Protest,Lois Hanshaw,"B-419045.4,B-419045.5,B-419045.6"
https://www.gao.gov/docket/b-419045.6,"Qwest Government Services, Inc. d/b/a CenturyLink QGS",91990020R0009,Department of Education,B-419045.6,Denied,"Jun 2, 2021","May 4, 2021","Aug 12, 2021",Bid Protest,Lois Hanshaw,"B-419045.4,B-419045.5,B-419045.6"
https://www.gao.gov/docket/b-419368.3,"Journey Aviation , LLC",15F067-20-R-0000051,Department of Justice : Federal Bureau of Investigation,B-419368.3,Denied,"Jun 2, 2021","Apr 21, 2021","Jul 30, 2021",Bid Protest,Sarah T. Zaffina,"B-419368.2,B-419368.3"
https://www.gao.gov/docket/b-419646.1,"Program Insite, LLC",91990021R0010,Department of Education,B-419646.1,Denied,"Jun 2, 2021","Mar 8, 2021","Jun 16, 2021",Bid Protest,Raymond Richards,B-419646
https://www.gao.gov/docket/b-419835.1,Laboratory Corporation of America Holdings,36C25521R0004,Department of Veterans Affairs,B-419835.1,Dismissed,"Jun 2, 2021","May 11, 2021","Aug 19, 2021",Bid Protest,Scott H. Riback,
https://www.gao.gov/docket/b-419045.4,"Qwest Government Services, Inc. d/b/a CenturyLink QGS",91990020R0009,Department of Education,B-419045.4,Denied,"Jun 2, 2021","Feb 22, 2021","Jun 2, 2021",Bid Protest,Lois Hanshaw,"B-419045.4,B-419045.5,B-419045.6"
https://www.gao.gov/docket/b-419764.1,"5107 Skytower-Propco, LLC",21-REG11-7MD2353,Independent Agencies and Govt Corporations : Public Buildings Service,B-419764.1,Withdrawn,"Jun 2, 2021","Apr 19, 2021","Jul 28, 2021",Bid Protest,Kasia Dourney,
https://www.gao.gov/docket/b-419647.1,"IAP World Services, Inc.",W91RUS19R0018,Department of the Army : U.S. Army Materiel Command,B-419647.1,Denied,"Jun 1, 2021","Mar 8, 2021","Jun 16, 2021",Bid Protest,Evan D. Wesser,"B-419647,B-419647.3"
https://www.gao.gov/docket/b-419599.2,"Pioneer Credit Recovery, Inc.",2032H5-20-Q-00079,Department of the Treasury : Internal Revenue Service,B-419599.2,Denied,"Jun 1, 2021","Apr 1, 2021","Jul 12, 2021",Bid Protest,Katherine I. Riback,"B-419599,B-419599.2"
https://www.gao.gov/docket/b-419814.1,Wolff-Mueller Government Services GmbH & Company KG,W912GB21R0001,Department of the Army : Corps of Engineers,B-419814.1,Dismissed,"Jun 1, 2021","May 3, 2021","Aug 11, 2021",Bid Protest,Jacob Talcott,
https://www.gao.gov/docket/b-419808.1,"Tesla Energy Solutions, LLC",FA462020P0035,Department of the Air Force,B-419808.1,Dismissed,"Jun 1, 2021","May 3, 2021","Aug 11, 2021",Bid Protest,Alberto Lopez,
https://www.gao.gov/docket/b-419647.3,"IAP World Services, Inc.",W91RUS19R0018,Department of the Army : U.S. Army Materiel Command,B-419647.3,Denied,"Jun 1, 2021","Apr 19, 2021","Jul 28, 2021",Bid Protest,Evan D. Wesser,"B-419647,B-419647.3"
https://www.gao.gov/docket/b-419814.2,Wolff-Mueller Government Services GmbH & Company KG,W912GB21R0001,Department of the Army : Corps of Engineers,B-419814.2,Dismissed,"Jun 1, 2021","May 7, 2021","Aug 16, 2021",Bid Protest,Jacob Talcott,
https://www.gao.gov/docket/b-419816.1,"US21, Inc.",SPE607-20-R-0202,Department of Defense : Defense Logistics Agency,B-419816.1,Dismissed,"Jun 1, 2021","May 4, 2021","Aug 12, 2021",Bid Protest,Jonathan L. Kang,
https://www.gao.gov/docket/b-419599.1,"Pioneer Credit Recovery, Inc.",2032H5-20-Q-00079,Department of the Treasury : Internal Revenue Service,B-419599.1,Denied,"Jun 1, 2021","Feb 18, 2021","Jun 1, 2021",Bid Protest,Katherine I. Riback,"B-419599,B-419599.2"
https://www.gao.gov/docket/b-418903.4,CSRA LLC,19AQMM20R0032,Department of State,B-418903.4,Dismissed,"Jun 1, 2021","May 17, 2021","Aug 25, 2021",Bid Protest,Scott H. Riback,
https://www.gao.gov/docket/b-419535.2,"Vertol Systems Company, Inc.",M67399-21-Q-0005,Department of Defense : United States Marine Corps,B-419535.2,Withdrawn,"Jun 1, 2021","Apr 8, 2021","Jul 19, 2021",Bid Protest,Paula A. Williams,
https://www.gao.gov/docket/b-419810.1,"Federal Miracle Tech, LLC",FA8773-21-R-8002,Department of the Air Force,B-419810.1,Dismissed,"Jun 1, 2021","May 3, 2021","Aug 11, 2021",Bid Protest,Louis A. Chiarella,
https://www.gao.gov/docket/b-419785.1,"BAE Systems Technology Solutions & Services, Inc.",W50NH9-20-R-0001,Department of the Army,B-419785.1,Dismissed,"Jun 1, 2021","Apr 26, 2021","Aug 4, 2021",Bid Protest,Heather Self,
https://www.gao.gov/docket/b-419785.2,"The Buffalo Group, LLC",W50NH9-20-R-0001,Department of the Army,B-419785.2,Dismissed,"Jun 1, 2021","Apr 26, 2021","Aug 4, 2021",Bid Protest,Heather Self,
https://www.gao.gov/docket/b-419757.2,Rotair Aerospace Corporation,SPE4A2-21-R-0003,Department of Defense : Defense Logistics Agency,B-419757.2,Dismissed,"May 28, 2021","Apr 16, 2021","Jul 26, 2021",Bid Protest,Young H. Cho,
https://www.gao.gov/docket/b-419758.1,LEP LLC,QSDM-B0-203000-A,Independent Agencies and Govt Corporations : Federal Acquisition Service,B-419758.1,Withdrawn,"May 28, 2021","Apr 19, 2021","Jul 28, 2021",Bid Protest,Kenneth Kilgour,
https://www.gao.gov/docket/b-419608.2,"DCR Development, LLC",8TX3328,Independent Agencies and Govt Corporations : General Services Administration,B-419608.2,Denied,"May 28, 2021","Apr 5, 2021","Jul 14, 2021",Bid Protest,Heather Weiner,"B-419608,B-419608.2"
https://www.gao.gov/docket/b-416916.12,Peraton Inc.,19AQMM18R0065,Department of State,B-416916.12,Dismissed,"May 28, 2021","May 3, 2021","Aug 11, 2021",Bid Protest,Michael Willems,"B-416916.12,B-416916.13"
https://www.gao.gov/docket/b-416916.13,Peraton Inc.,19AQMM18R0065,Department of State,B-416916.13,Dismissed,"May 28, 2021","May 17, 2021","Aug 25, 2021",Bid Protest,Michael Willems,"B-416916.12,B-416916.13"
https://www.gao.gov/docket/b-419817.1,General Dynamics NASSCO-Norfolk,N0002421R4476,Department of the Navy : Naval Sea Systems Command,B-419817.1,Dismissed,"May 28, 2021","May 5, 2021","Aug 13, 2021",Bid Protest,Alexander O. Levine,
https://www.gao.gov/docket/b-419608.1,"DCR Development, LLC",8TX3328,Independent Agencies and Govt Corporations : Public Buildings Service,B-419608.1,Denied,"May 28, 2021","Feb 22, 2021","Jun 2, 2021",Bid Protest,Heather Weiner,"B-419608,B-419608.2"
https://www.gao.gov/docket/b-419796.1,"Hangar 4 Services, LLC",36C78621Q0092,Department of Veterans Affairs,B-419796.1,Dismissed,"May 28, 2021","Apr 29, 2021","Aug 9, 2021",Bid Protest,Paula A. Williams,
https://www.gao.gov/docket/b-419841.1,"Becton, Dickinson and Company",IHS1425388,Department of Health and Human Services : Indian Health Service,B-419841.1,Dismissed,"May 28, 2021","May 14, 2021","Aug 23, 2021",Bid Protest,Samantha Lee,
https://www.gao.gov/docket/b-419805.1,"Occam Solutions, Inc.",NIH-NICHD-ASB-IRMB2021012,Department of Health and Human Services : National Institutes of Health,B-419805.1,Denied,"May 28, 2021","Apr 30, 2021","Aug 9, 2021",Bid Protest,Christine Milne,"This protest is covered by a protective order, which means that some
            information in the decision may require redaction before public release.
            A final redacted version of the decision will be posted when this process
            is complete. Learn more about our protective order and redaction process here."
https://www.gao.gov/docket/b-419757.1,"W&G Machine Corporation, Inc.",SPE4A2-21-R-0003,Department of Defense : Defense Logistics Agency,B-419757.1,Dismissed,"May 28, 2021","Apr 16, 2021","Jul 26, 2021",Bid Protest,Young H. Cho,
https://www.gao.gov/docket/b-419550.2,"International Service Contractors, LLC",W9124J20R0031,Department of the Army,B-419550.2,Dismissed,"May 28, 2021","May 10, 2021","Aug 18, 2021",Bid Protest,Paul N. Wengert,
https://www.gao.gov/docket/b-419788.1,"Professional Waste Management, LLC",W9124C-21-R-0010,Department of the Army,B-419788.1,Dismissed,"May 27, 2021","Apr 27, 2021","Aug 5, 2021",Bid Protest,Samantha Lee,
https://www.gao.gov/docket/b-419803.1,Avartara LLC,36C77018R0359,Department of Veterans Affairs,B-419803.1,Dismissed,"May 27, 2021","Apr 30, 2021","Aug 9, 2021",Bid Protest,Jacob Talcott,
https://www.gao.gov/docket/b-419829.1,"RCH Partners, LLC",503102-21-Q-0012,Independent Agencies and Govt Corporations : United States Securities and Exchange Commission,B-419829.1,Dismissed,"May 27, 2021","May 10, 2021","Aug 18, 2021",Bid Protest,Heather Self,
https://www.gao.gov/docket/b-419797.1,"Hangar 4 Services, LLC",36C78621Q0085,Department of Veterans Affairs,B-419797.1,Dismissed,"May 27, 2021","Apr 29, 2021","Aug 9, 2021",Bid Protest,Paula A. Williams,
https://www.gao.gov/docket/b-419819.1,"NuTech, Inc.",36C25721Q0506,Department of Veterans Affairs,B-419819.1,Dismissed,"May 27, 2021","May 5, 2021","Aug 13, 2021",Bid Protest,Kasia Dourney,
https://www.gao.gov/docket/b-419789.1,"Hawaii Energy Systems, LLC",N/A,Department of the Navy : Naval Facilities Engineering Command,B-419789.1,Dismissed,"May 24, 2021","Apr 27, 2021","Aug 5, 2021",Bid Protest,Jonathan L. Kang,B-419789
https://www.gao.gov/docket/b-419590.1,"DigiFlight, Inc.",TORFQ-2020P-01,Department of the Army : U.S. Army Materiel Command,B-419590.1,Sustained,"May 24, 2021","Feb 16, 2021","May 27, 2021",Bid Protest,Heather Self,"B-419590,B-419590.2"
https://www.gao.gov/docket/b-419590.2,"DigiFlight, Inc.",TORFQ-2020P-01,Department of the Army : U.S. Army Materiel Command,B-419590.2,Sustained,"May 24, 2021","Mar 24, 2021","Jul 2, 2021",Bid Protest,Heather Self,"B-419590,B-419590.2"
https://www.gao.gov/docket/b-419636.1,"Collins Power Systems, Inc.",15B51321Q00000012,Department of Justice : Bureau of Prisons,B-419636.1,Dismissed,"May 24, 2021","Mar 3, 2021","Jun 11, 2021",Bid Protest,Raymond Richards,
https://www.gao.gov/docket/b-419597.2,"Qwest Government Services, Inc. d/b/a CenturyLink QGS",70QS0120R00001013,Department of Homeland Security,B-419597.2,Denied,"May 24, 2021","Mar 29, 2021","Jul 7, 2021",Bid Protest,Kenneth Kilgour,"B-419597,B-419597.2"
https://www.gao.gov/docket/b-419597.1,"Qwest Government Services, Inc. d/b/a CenturyLink QGS",70QS0120R00001013,Department of Homeland Security,B-419597.1,Denied,"May 24, 2021","Feb 17, 2021","May 28, 2021",Bid Protest,Kenneth Kilgour,"B-419597,B-419597.2"
https://www.gao.gov/docket/b-419840.1,"Valor Healthcare, Inc.",36C25721R0019,Department of Veterans Affairs,B-419840.1,Dismissed,"May 24, 2021","May 13, 2021","Aug 23, 2021",Bid Protest,Christine Milne,
https://www.gao.gov/docket/b-419715.2,"Government and Military Certification Systems, Inc.",W44W9M21Q0039,Department of the Army : U.S. Army Materiel Command,B-419715.2,Withdrawn,"May 21, 2021","May 4, 2021","Aug 12, 2021",Bid Protest,Paul N. Wengert,
https://www.gao.gov/docket/b-419040.3,"Manhattan Strategy Group, LLC",140D0420R0017,Department of the Interior,B-419040.3,Denied,"May 21, 2021","Feb 19, 2021","Jun 1, 2021",Bid Protest,Charmaine Stevenson,B-419040.3
https://www.gao.gov/docket/b-419715.1,"Government and Military Certification Systems, Inc.",W44W9M21Q0039,Department of the Army : U.S. Army Materiel Command,B-419715.1,Withdrawn,"May 21, 2021","Mar 31, 2021","Jul 9, 2021",Bid Protest,Paul N. Wengert,
https://www.gao.gov/docket/b-419583.1,"Inmarsat Government, Inc.",HC101320R0001,Department of Defense : Defense Information Systems Agency,B-419583.1,Sustained,"May 21, 2021","Feb 10, 2021","May 21, 2021",Bid Protest,Stephanie B. Magnell,"B-419583,B-419583.2"
https://www.gao.gov/docket/b-419583.2,"Inmarsat Government, Inc.",HC101320R0001,Department of Defense : Defense Information Systems Agency,B-419583.2,Sustained,"May 21, 2021","Mar 4, 2021","Jun 14, 2021",Bid Protest,Stephanie B. Magnell,"B-419583,B-419583.2"
https://www.gao.gov/docket/b-419770.1,Pacific Combustion Engineering,N/A,Department of the Army,B-419770.1,Dismissed,"May 21, 2021","Apr 23, 2021","Aug 2, 2021",Bid Protest,Emily R. O'Hara,
https://www.gao.gov/docket/b-419821.2,"MLS-Multinational Logistic Services, Ltd-Corporation",N4033921RH003;malta,Department of the Navy : Naval Supply Systems Command,B-419821.2,Withdrawn,"May 20, 2021","May 10, 2021","Aug 18, 2021",Bid Protest,Jonathan L. Kang,
https://www.gao.gov/docket/b-419762.1,"DT Global, Inc.",72030619R00007,Independent Agencies and Govt Corporations : United States Agency for International Development,B-419762.1,Dismissed,"May 20, 2021","Apr 19, 2021","Jul 28, 2021",Bid Protest,Jonathan L. Kang,
https://www.gao.gov/docket/b-418922.6,"Yang Enterprises, Inc.",FA2521-19-R-A017,Department of the Air Force,B-418922.6,Sustained,"May 20, 2021","Feb 16, 2021","May 27, 2021",Bid Protest,Alexander O. Levine,"B-418922.4,B-418922.6"
https://www.gao.gov/docket/b-418922.4,"Yang Enterprises, Inc.",FA2521-19-R-A017,Department of the Air Force,B-418922.4,Sustained,"May 20, 2021","Feb 9, 2021","May 20, 2021",Bid Protest,Alexander O. Levine,"B-418922.4,B-418922.6"
https://www.gao.gov/docket/b-419821.1,"MLS-Multinational Logistic Services, Ltd-Corporation",N4033921RH003;malta,Department of the Navy : Naval Supply Systems Command,B-419821.1,Withdrawn,"May 20, 2021","May 6, 2021","Aug 16, 2021",Bid Protest,Jonathan L. Kang,
https://www.gao.gov/docket/b-419791.1,"ManTech Advanced Systems International, Inc.",RS3-19-0058,Department of the Army : U.S. Army Materiel Command,B-419791.1,Dismissed,"May 20, 2021","Apr 28, 2021","Aug 6, 2021",Bid Protest,Todd C. Culliton,
https://www.gao.gov/docket/b-419207.3,"PAE National Security Solutions, LLC",RFQ-20-NNCP,Department of Justice : Federal Bureau of Investigation,B-419207.3,Sustained,"May 19, 2021","Mar 25, 2021","Jul 6, 2021",Bid Protest,Scott H. Riback,"B-419207.2,B-419207.3,B-419207.4"
https://www.gao.gov/docket/b-419836.1,"Corps Medical Supply, LLC",36C24221Q0827,Department of Veterans Affairs,B-419836.1,Withdrawn,"May 19, 2021","May 11, 2021","Aug 19, 2021",Bid Protest,Evan D. Wesser,
https://www.gao.gov/docket/b-419207.2,"PAE National Security Solutions, LLC",RFQ-20-NNCP,Department of Justice : Federal Bureau of Investigation,B-419207.2,Sustained,"May 19, 2021","Feb 11, 2021","May 24, 2021",Bid Protest,Scott H. Riback,"B-419207.2,B-419207.3,B-419207.4"
https://www.gao.gov/docket/b-419768.1,"Thales Defense & Security, Inc.",M6785421R2009,Department of Defense : United States Marine Corps,B-419768.1,Withdrawn,"May 19, 2021","Apr 21, 2021","Jul 30, 2021",Bid Protest,Samantha Lee,
https://www.gao.gov/docket/b-419207.4,"PAE National Security Solutions, LLC",RFQ-20-NNCP,Department of Justice : Federal Bureau of Investigation,B-419207.4,Sustained,"May 19, 2021","Apr 9, 2021","Jul 19, 2021",Bid Protest,Scott H. Riback,"B-419207.2,B-419207.3,B-419207.4"
https://www.gao.gov/docket/b-419800.1,"All Phase Services, Inc.",W912DY-18-R-0063,Department of the Army : Corps of Engineers,B-419800.1,Dismissed,"May 18, 2021","Apr 29, 2021","Aug 9, 2021",Bid Protest,Alberto Lopez,
https://www.gao.gov/docket/b-419742.1,"The Clark Group, LLC",W9127N19R0024,Department of the Army : Corps of Engineers,B-419742.1,Dismissed,"May 17, 2021","Apr 12, 2021","Jul 21, 2021",Bid Protest,Sarah T. Zaffina,
https://www.gao.gov/docket/b-419726.1,Technica LLC,SP3300-20-R-5001,Department of Defense : Defense Logistics Agency,B-419726.1,Withdrawn,"May 17, 2021","Apr 5, 2021","Jul 14, 2021",Bid Protest,Alexander O. Levine,
https://www.gao.gov/docket/b-418019.9,"First Nation Group, LLC",36C791-19-R-0009,Department of Veterans Affairs,B-418019.9,Withdrawn,"May 17, 2021","Feb 17, 2021","May 28, 2021",Bid Protest,U R. Yoo,
https://www.gao.gov/docket/b-419772.1,Claflin Service Company-dba CME Corporation,36C26320Q0827,Department of Veterans Affairs,B-419772.1,Dismissed,"May 17, 2021","Apr 23, 2021","Aug 2, 2021",Bid Protest,Paul N. Wengert,
https://www.gao.gov/docket/b-418019.11,"First Nation Group, LLC",36C791-19-R-0009,Department of Veterans Affairs,B-418019.11,Withdrawn,"May 17, 2021","Apr 9, 2021","Jul 19, 2021",Bid Protest,U R. Yoo,
https://www.gao.gov/docket/b-418019.12,"First Nation Group, LLC",36C791-19-R-0009,Department of Veterans Affairs,B-418019.12,Withdrawn,"May 17, 2021","Apr 21, 2021","Jul 30, 2021",Bid Protest,U R. Yoo,
https://www.gao.gov/docket/b-418019.10,"First Nation Group, LLC",36C791-19-R-0009,Department of Veterans Affairs,B-418019.10,Withdrawn,"May 17, 2021","Mar 22, 2021","Jun 30, 2021",Bid Protest,U R. Yoo,
https://www.gao.gov/docket/b-419745.1,"IAP World Services, Inc.",W52P1J-19-R-0134,Department of the Army : U.S. Army Materiel Command,B-419745.1,Dismissed,"May 14, 2021","Apr 12, 2021","Jul 21, 2021",Bid Protest,Glenn G. Wolcott,
https://www.gao.gov/docket/b-419822.1,"PGLS, LLC",28321321R00000017,Independent Agencies and Govt Corporations : Social Security Administration,B-419822.1,Withdrawn,"May 14, 2021","May 7, 2021","Aug 16, 2021",Bid Protest,Samantha Lee,
https://www.gao.gov/docket/b-419612.2,"ENGlobal Government Services, Inc.",SP4702-20-R-0014,Department of Defense : Defense Logistics Agency,B-419612.2,Denied,"May 14, 2021","Apr 2, 2021","Jul 12, 2021",Bid Protest,April Y. Shields,"B-419612,B-419612.2"
https://www.gao.gov/docket/b-419391.2,Eskanos Enterprises,9CO2518,Independent Agencies and Govt Corporations : General Services Administration,B-419391.2,Dismissed,"May 14, 2021","Feb 4, 2021","May 17, 2021",Bid Protest: Reconsideration,Kasia Dourney,
